dt,LandAverageTemperature,LandAverageTemperatureUncertainty
1907-09-01,11.665,0.243
1907-10-01,9.234,0.191
1907-11-01,5.207000000000001,0.207
1907-12-01,2.9560000000000004,0.251
1908-01-01,2.3040000000000003,0.252
1908-02-01,2.7689999999999997,0.269
1908-03-01,4.136,0.317
1908-04-01,7.831999999999999,0.295
1908-05-01,11.140999999999998,0.285
1908-06-01,13.293,0.248
1908-07-01,14.197,0.303
1908-08-01,13.376,0.336
1908-09-01,11.977,0.252
1908-10-01,8.865,0.209
1908-11-01,5.272,0.221
1908-12-01,3.071,0.31
1909-01-01,1.395,0.314
1909-02-01,2.7060000000000004,0.273
1909-03-01,4.5889999999999995,0.249
1909-04-01,7.534,0.269
1909-05-01,10.611,0.3
1909-06-01,12.962,0.232
1909-07-01,14.06,0.299
1909-08-01,13.752,0.319
1909-09-01,11.879000000000001,0.237
1909-10-01,9.192,0.17800000000000002
1909-11-01,6.236000000000001,0.205
1909-12-01,3.2230000000000003,0.278
1910-01-01,2.333,0.24
1910-02-01,2.779,0.273
1910-03-01,4.606,0.213
1910-04-01,8.104999999999999,0.252
1910-05-01,11.005,0.31
1910-06-01,13.151,0.232
1910-07-01,14.279000000000002,0.322
1910-08-01,13.677,0.321
1910-09-01,11.733,0.243
1910-10-01,9.006,0.203
1910-11-01,5.318,0.223
1910-12-01,2.6839999999999997,0.289
1911-01-01,1.66,0.33
1911-02-01,2.4530000000000003,0.214
1911-03-01,4.3469999999999995,0.199
1911-04-01,7.989999999999998,0.248
1911-05-01,10.829,0.279
1911-06-01,13.009,0.231
1911-07-01,14.082,0.292
1911-08-01,13.499,0.329
1911-09-01,11.638,0.233
1911-10-01,9.263,0.193
1911-11-01,5.9639999999999995,0.184
1911-12-01,3.39,0.242
1912-01-01,2.4019999999999997,0.309
1912-02-01,3.3539999999999996,0.251
1912-03-01,4.356,0.226
1912-04-01,8.229,0.262
1912-05-01,11.254000000000001,0.308
1912-06-01,13.435,0.25
1912-07-01,13.722999999999999,0.293
1912-08-01,13.052999999999999,0.318
1912-09-01,11.222000000000001,0.252
1912-10-01,8.366999999999999,0.201
1912-11-01,5.521,0.188
1912-12-01,3.069,0.243
1913-01-01,2.083,0.295
1913-02-01,2.376,0.295
1913-03-01,4.5169999999999995,0.219
1913-04-01,8.023,0.246
1913-05-01,10.745,0.28800000000000003
1913-06-01,13.005,0.266
1913-07-01,14.137,0.298
1913-08-01,13.724,0.325
1913-09-01,11.759,0.237
1913-10-01,9.077,0.194
1913-11-01,6.024,0.213
1913-12-01,4.103,0.271
1914-01-01,3.3760000000000003,0.307
1914-02-01,3.2,0.225
1914-03-01,4.942,0.221
1914-04-01,8.097999999999999,0.244
1914-05-01,11.284999999999998,0.284
1914-06-01,13.496,0.233
1914-07-01,14.298,0.307
1914-08-01,13.73,0.318
1914-09-01,11.915,0.23
1914-10-01,9.387,0.183
1914-11-01,5.7589999999999995,0.195
1914-12-01,3.6,0.276
1915-01-01,2.299,0.246
1915-02-01,3.265,0.261
1915-03-01,5.143,0.209
1915-04-01,8.705,0.251
1915-05-01,11.493,0.28600000000000003
1915-06-01,13.3,0.249
1915-07-01,14.443,0.295
1915-08-01,13.77,0.326
1915-09-01,11.867,0.259
1915-10-01,8.984,0.19
1915-11-01,6.216,0.185
1915-12-01,3.633,0.197
1916-01-01,2.616,0.242
1916-02-01,2.957,0.264
1916-03-01,4.846,0.307
1916-04-01,8.046999999999999,0.257
1916-05-01,10.972000000000001,0.294
1916-06-01,12.942,0.232
1916-07-01,14.052,0.301
1916-08-01,13.58,0.32299999999999995
1916-09-01,11.726,0.247
1916-10-01,9.053,0.218
1916-11-01,5.596,0.214
1916-12-01,2.316,0.226
1917-01-01,2.133,0.252
1917-02-01,2.36,0.314
1917-03-01,4.488,0.231
1917-04-01,7.854999999999999,0.272
1917-05-01,10.443,0.294
1917-06-01,12.915,0.243
1917-07-01,14.259,0.29600000000000004
1917-08-01,13.470999999999998,0.319
1917-09-01,11.745,0.242
1917-10-01,8.544,0.173
1917-11-01,5.82,0.226
1917-12-01,2.247,0.266
1918-01-01,1.934,0.251
1918-02-01,2.455,0.342
1918-03-01,4.811,0.257
1918-04-01,7.643999999999999,0.258
1918-05-01,10.54,0.304
1918-06-01,12.908,0.242
1918-07-01,14.002,0.301
1918-08-01,13.431,0.329
1918-09-01,11.880999999999998,0.256
1918-10-01,9.433,0.209
1918-11-01,5.683,0.225
1918-12-01,2.8480000000000003,0.245
1919-01-01,2.184,0.252
1919-02-01,2.852,0.285
1919-03-01,4.743,0.27
1919-04-01,8.487,0.292
1919-05-01,10.969000000000001,0.28600000000000003
1919-06-01,13.228,0.241
1919-07-01,14.274,0.299
1919-08-01,13.786,0.335
1919-09-01,11.989999999999998,0.25
1919-10-01,9.361,0.21600000000000005
1919-11-01,5.489,0.23
1919-12-01,3.224,0.245
1920-01-01,2.841,0.25
1920-02-01,2.755,0.268
1920-03-01,5.227,0.231
1920-04-01,8.293,0.272
1920-05-01,11.130999999999998,0.31
1920-06-01,13.105,0.245
1920-07-01,14.245,0.305
1920-08-01,13.698,0.343
1920-09-01,11.794,0.258
1920-10-01,9.021,0.212
1920-11-01,5.566,0.229
1920-12-01,2.6289999999999996,0.229
1921-01-01,2.98,0.32
1921-02-01,3.125,0.236
1921-03-01,5.081,0.276
1921-04-01,8.324,0.262
1921-05-01,11.245,0.282
1921-06-01,13.44,0.239
1921-07-01,14.436,0.302
1921-08-01,13.561,0.326
1921-09-01,11.869000000000002,0.24
1921-10-01,9.264,0.188
1921-11-01,5.864,0.198
1921-12-01,3.6630000000000003,0.213
1922-01-01,2.15,0.214
1922-02-01,2.376,0.271
1922-03-01,5.156000000000001,0.223
1922-04-01,8.379999999999999,0.276
1922-05-01,11.097000000000001,0.285
1922-06-01,13.331,0.241
1922-07-01,14.277999999999999,0.306
1922-08-01,13.584000000000001,0.333
1922-09-01,11.775,0.255
1922-10-01,9.056000000000001,0.219
1922-11-01,6.046,0.246
1922-12-01,3.667,0.234
1923-01-01,2.487,0.276
1923-02-01,2.563,0.262
1923-03-01,4.8660000000000005,0.226
1923-04-01,7.749,0.24
1923-05-01,10.848999999999998,0.292
1923-06-01,13.296,0.259
1923-07-01,13.984000000000002,0.3
1923-08-01,13.610999999999999,0.34
1923-09-01,11.883,0.256
1923-10-01,9.52,0.191
1923-11-01,6.377999999999999,0.179
1923-12-01,3.88,0.21600000000000005
1924-01-01,2.339,0.29
1924-02-01,2.888,0.28800000000000003
1924-03-01,5.352,0.208
1924-04-01,7.97,0.267
1924-05-01,11.188,0.298
1924-06-01,13.342,0.241
1924-07-01,14.304,0.307
1924-08-01,13.654000000000002,0.326
1924-09-01,11.957,0.232
1924-10-01,9.203,0.182
1924-11-01,6.4,0.2
1924-12-01,3.485,0.243
1925-01-01,2.268,0.228
1925-02-01,2.701,0.236
1925-03-01,5.126,0.224
1925-04-01,8.442,0.244
1925-05-01,11.039000000000001,0.28600000000000003
1925-06-01,13.089,0.22
1925-07-01,14.065999999999999,0.3
1925-08-01,13.769,0.32
1925-09-01,11.979000000000001,0.235
1925-10-01,9.196,0.193
1925-11-01,6.34,0.196
1925-12-01,4.398,0.207
1926-01-01,3.4530000000000003,0.258
1926-02-01,3.717,0.211
1926-03-01,5.831,0.17800000000000002
1926-04-01,8.193,0.259
1926-05-01,10.931,0.295
1926-06-01,13.285,0.231
1926-07-01,14.168,0.287
1926-08-01,13.877,0.321
1926-09-01,12.075,0.242
1926-10-01,9.55,0.2
1926-11-01,6.3,0.208
1926-12-01,3.366,0.222
1927-01-01,2.372,0.268
1927-02-01,3.0389999999999997,0.244
1927-03-01,4.668,0.223
1927-04-01,8.035,0.239
1927-05-01,11.104000000000001,0.297
1927-06-01,13.271999999999998,0.23
1927-07-01,14.323,0.302
1927-08-01,13.698,0.34
1927-09-01,12.254000000000001,0.24
1927-10-01,9.887,0.2
1927-11-01,6.346,0.192
1927-12-01,3.267,0.212
1928-01-01,3.0460000000000003,0.211
1928-02-01,3.333,0.241
1928-03-01,4.959,0.191
1928-04-01,8.244,0.276
1928-05-01,11.169,0.321
1928-06-01,13.113,0.238
1928-07-01,14.31,0.297
1928-08-01,13.687000000000001,0.327
1928-09-01,12.03,0.235
1928-10-01,9.486,0.193
1928-11-01,6.336,0.231
1928-12-01,3.873,0.222
1929-01-01,2.0540000000000003,0.289
1929-02-01,2.172,0.229
1929-03-01,5.099,0.191
1929-04-01,8.094,0.265
1929-05-01,10.915,0.294
1929-06-01,12.928,0.232
1929-07-01,13.957,0.314
1929-08-01,13.68,0.33
1929-09-01,11.807,0.255
1929-10-01,9.46,0.195
1929-11-01,6.172000000000001,0.207
1929-12-01,2.571,0.22
1930-01-01,2.401,0.226
1930-02-01,3.1519999999999997,0.236
1930-03-01,5.483,0.191
1930-04-01,8.181999999999999,0.242
1930-05-01,11.105,0.292
1930-06-01,13.347000000000001,0.231
1930-07-01,14.465,0.301
1930-08-01,13.928,0.327
1930-09-01,11.874,0.247
1930-10-01,9.261000000000001,0.187
1930-11-01,6.574,0.202
1930-12-01,3.8310000000000004,0.194
1931-01-01,2.761,0.225
1931-02-01,2.708,0.224
1931-03-01,5.22,0.18600000000000005
1931-04-01,8.163,0.234
1931-05-01,11.02,0.281
1931-06-01,13.573,0.24
1931-07-01,14.575999999999999,0.302
1931-08-01,14.12,0.33
1931-09-01,12.283,0.25
1931-10-01,9.937000000000001,0.197
1931-11-01,6.242999999999999,0.198
1931-12-01,4.027,0.18600000000000005
1932-01-01,3.6039999999999996,0.223
1932-02-01,2.989,0.221
1932-03-01,4.94,0.204
1932-04-01,8.769,0.263
1932-05-01,11.239,0.3
1932-06-01,13.383,0.257
1932-07-01,14.372,0.306
1932-08-01,13.74,0.331
1932-09-01,12.31,0.268
1932-10-01,9.682,0.232
1932-11-01,5.9079999999999995,0.18600000000000005
1932-12-01,3.527,0.196
1933-01-01,2.169,0.226
1933-02-01,2.657,0.21
1933-03-01,4.869,0.185
1933-04-01,8.125,0.272
1933-05-01,11.047,0.28800000000000003
1933-06-01,13.11,0.241
1933-07-01,14.235999999999999,0.3
1933-08-01,13.76,0.321
1933-09-01,11.854000000000001,0.244
1933-10-01,9.238,0.232
1933-11-01,5.89,0.201
1933-12-01,3.1039999999999996,0.192
1934-01-01,2.476,0.231
1934-02-01,3.699,0.251
1934-03-01,4.8180000000000005,0.201
1934-04-01,8.016,0.259
1934-05-01,11.478,0.276
1934-06-01,13.402000000000001,0.24
1934-07-01,14.343,0.29600000000000004
1934-08-01,13.777999999999999,0.322
1934-09-01,11.727,0.238
1934-10-01,9.421,0.192
1934-11-01,6.397,0.182
1934-12-01,3.985,0.193
1935-01-01,2.1750000000000003,0.204
1935-02-01,4.125,0.217
1935-03-01,5.399,0.187
1935-04-01,7.770999999999999,0.256
1935-05-01,10.906,0.277
1935-06-01,13.326,0.23
1935-07-01,14.331,0.292
1935-08-01,13.775,0.332
1935-09-01,11.999,0.239
1935-10-01,9.516,0.198
1935-11-01,5.443,0.191
1935-12-01,3.423,0.208
1936-01-01,2.249,0.221
1936-02-01,2.506,0.236
1936-03-01,5.031000000000001,0.194
1936-04-01,8.126999999999999,0.258
1936-05-01,11.251,0.279
1936-06-01,13.363,0.243
1936-07-01,14.629000000000001,0.299
1936-08-01,13.86,0.325
1936-09-01,12.021,0.246
1936-10-01,9.457,0.22
1936-11-01,6.2330000000000005,0.188
1936-12-01,3.9210000000000003,0.208
1937-01-01,2.4530000000000003,0.196
1937-02-01,3.553,0.22
1937-03-01,4.851,0.219
1937-04-01,8.139999999999999,0.242
1937-05-01,11.422,0.28800000000000003
1937-06-01,13.603,0.236
1937-07-01,14.375,0.298
1937-08-01,14.007,0.325
1937-09-01,12.412999999999998,0.247
1937-10-01,9.729,0.2
1937-11-01,6.356,0.199
1937-12-01,3.478,0.211
1938-01-01,2.91,0.194
1938-02-01,3.417,0.225
1938-03-01,5.651,0.192
1938-04-01,8.913,0.249
1938-05-01,11.456,0.297
1938-06-01,13.321,0.238
1938-07-01,14.482000000000001,0.295
1938-08-01,13.963,0.325
1938-09-01,12.427,0.249
1938-10-01,9.784,0.194
1938-11-01,6.53,0.215
1938-12-01,3.51,0.213
1939-01-01,2.932,0.198
1939-02-01,3.232,0.201
1939-03-01,4.926,0.196
1939-04-01,8.328,0.252
1939-05-01,11.524000000000001,0.298
1939-06-01,13.531,0.256
1939-07-01,14.395,0.29100000000000004
1939-08-01,13.932,0.324
1939-09-01,11.957999999999998,0.247
1939-10-01,9.218,0.185
1939-11-01,6.189,0.194
1939-12-01,4.959,0.206
1940-01-01,2.335,0.2
1940-02-01,3.423,0.204
1940-03-01,5.4239999999999995,0.18
1940-04-01,8.756,0.247
1940-05-01,11.338,0.29600000000000004
1940-06-01,13.583,0.231
1940-07-01,14.571,0.295
1940-08-01,13.811,0.32299999999999995
1940-09-01,12.268,0.234
1940-10-01,9.457,0.187
1940-11-01,6.0760000000000005,0.18600000000000005
1940-12-01,4.1339999999999995,0.19
1941-01-01,2.7350000000000003,0.199
1941-02-01,3.67,0.202
1941-03-01,5.212999999999999,0.18600000000000005
1941-04-01,8.575,0.24
1941-05-01,11.493,0.282
1941-06-01,13.63,0.232
1941-07-01,14.694,0.29100000000000004
1941-08-01,14.027999999999999,0.322
1941-09-01,11.816,0.232
1941-10-01,9.71,0.175
1941-11-01,5.952999999999999,0.181
1941-12-01,3.707,0.192
1942-01-01,3.103,0.221
1942-02-01,2.8569999999999998,0.204
1942-03-01,5.308,0.18600000000000005
1942-04-01,8.415999999999999,0.238
1942-05-01,11.338,0.281
1942-06-01,13.578,0.22
1942-07-01,14.242,0.293
1942-08-01,13.786,0.318
1942-09-01,12.146,0.233
1942-10-01,9.627,0.18600000000000005
1942-11-01,6.3950000000000005,0.184
1942-12-01,3.945,0.19
1943-01-01,2.396,0.195
1943-02-01,3.513,0.199
1943-03-01,5.138,0.184
1943-04-01,8.638,0.243
1943-05-01,11.485,0.277
1943-06-01,13.161,0.23
1943-07-01,14.46,0.3
1943-08-01,13.774000000000001,0.313
1943-09-01,12.095999999999998,0.227
1943-10-01,9.907,0.17600000000000002
1943-11-01,6.26,0.188
1943-12-01,4.2330000000000005,0.187
1944-01-01,3.5039999999999996,0.185
1944-02-01,3.591,0.222
1944-03-01,5.531000000000001,0.205
1944-04-01,8.434,0.243
1944-05-01,11.334000000000001,0.275
1944-06-01,13.478,0.222
1944-07-01,14.468,0.284
1944-08-01,14.017000000000001,0.308
1944-09-01,12.45,0.229
1944-10-01,9.808,0.17
1944-11-01,6.091,0.17800000000000002
1944-12-01,3.434,0.181
1945-01-01,2.525,0.18600000000000005
1945-02-01,2.6460000000000004,0.194
1945-03-01,5.184,0.171
1945-04-01,8.681000000000001,0.236
1945-05-01,11.097000000000001,0.269
1945-06-01,13.328,0.231
1945-07-01,14.213,0.287
1945-08-01,14.312999999999999,0.317
1945-09-01,12.225,0.227
1945-10-01,9.575,0.171
1945-11-01,6.0729999999999995,0.172
1945-12-01,3.158,0.183
1946-01-01,2.9789999999999996,0.188
1946-02-01,3.4610000000000003,0.206
1946-03-01,5.236000000000001,0.171
1946-04-01,8.837,0.223
1946-05-01,11.355,0.273
1946-06-01,13.298,0.237
1946-07-01,14.409,0.289
1946-08-01,13.834000000000001,0.319
1946-09-01,12.064,0.233
1946-10-01,9.281,0.17
1946-11-01,6.235,0.179
1946-12-01,3.134,0.181
1947-01-01,2.597,0.184
1947-02-01,3.2769999999999997,0.191
1947-03-01,5.801,0.183
1947-04-01,8.686,0.227
1947-05-01,11.329,0.266
1947-06-01,13.459000000000001,0.21600000000000005
1947-07-01,14.349,0.284
1947-08-01,13.827,0.305
1947-09-01,12.166,0.221
1947-10-01,10.011000000000001,0.16399999999999998
1947-11-01,6.407,0.187
1947-12-01,3.656,0.177
1948-01-01,3.366,0.18
1948-02-01,3.22,0.198
1948-03-01,4.9190000000000005,0.161
1948-04-01,8.498999999999999,0.215
1948-05-01,11.537,0.257
1948-06-01,13.664000000000001,0.214
1948-07-01,14.445,0.276
1948-08-01,13.895999999999999,0.298
1948-09-01,12.155,0.22
1948-10-01,9.584,0.16699999999999998
1948-11-01,6.1850000000000005,0.162
1948-12-01,3.491,0.16699999999999998
1949-01-01,3.2190000000000003,0.17
1949-02-01,2.759,0.185
1949-03-01,5.077,0.177
1949-04-01,8.344,0.226
1949-05-01,11.309000000000001,0.255
1949-06-01,13.223,0.209
1949-07-01,14.199000000000002,0.27
1949-08-01,13.825999999999999,0.295
1949-09-01,11.957,0.212
1949-10-01,9.531,0.158
1949-11-01,6.148,0.16399999999999998
1949-12-01,3.449,0.17800000000000002
1950-01-01,2.008,0.173
1950-02-01,2.721,0.182
1950-03-01,5.247000000000001,0.15
1950-04-01,8.123,0.192
1950-05-01,11.297,0.217
1950-06-01,13.382,0.196
1950-07-01,14.14,0.239
1950-08-01,13.46,0.228
1950-09-01,11.952,0.204
1950-10-01,9.153,0.16399999999999998
1950-11-01,5.372000000000001,0.139
1950-12-01,3.528,0.152
1951-01-01,2.138,0.132
1951-02-01,2.332,0.149
1951-03-01,5.091,0.141
1951-04-01,8.366999999999999,0.175
1951-05-01,11.438,0.23
1951-06-01,13.25,0.238
1951-07-01,14.324000000000002,0.24
1951-08-01,14.020999999999999,0.251
1951-09-01,12.324000000000002,0.21600000000000005
1951-10-01,9.67,0.123
1951-11-01,6.2250000000000005,0.161
1951-12-01,4.3279999999999985,0.154
1952-01-01,3.049,0.14400000000000002
1952-02-01,3.3960000000000004,0.18
1952-03-01,4.9670000000000005,0.168
1952-04-01,8.461,0.225
1952-05-01,11.352,0.264
1952-06-01,13.442,0.218
1952-07-01,14.549000000000001,0.276
1952-08-01,13.964,0.302
1952-09-01,12.238,0.22
1952-10-01,9.157,0.166
1952-11-01,5.425,0.168
1952-12-01,3.659,0.174
1953-01-01,2.964,0.166
1953-02-01,3.6289999999999996,0.187
1953-03-01,5.712000000000001,0.161
1953-04-01,8.892000000000001,0.228
1953-05-01,11.514000000000001,0.264
1953-06-01,13.612,0.21600000000000005
1953-07-01,14.392000000000001,0.284
1953-08-01,14.059000000000001,0.305
1953-09-01,12.199000000000002,0.223
1953-10-01,9.59,0.161
1953-11-01,5.9239999999999995,0.168
1953-12-01,3.998,0.182
1954-01-01,2.059,0.14800000000000002
1954-02-01,3.0839999999999996,0.182
1954-03-01,5.148,0.18
1954-04-01,8.158,0.218
1954-05-01,10.988,0.217
1954-06-01,13.4,0.187
1954-07-01,14.241,0.228
1954-08-01,13.868,0.248
1954-09-01,12.098,0.204
1954-10-01,9.546,0.14400000000000002
1954-11-01,6.579,0.14300000000000002
1954-12-01,3.559,0.147
1955-01-01,3.412,0.152
1955-02-01,3.137,0.141
1955-03-01,4.585,0.121
1955-04-01,8.136000000000001,0.16
1955-05-01,11.191999999999998,0.209
1955-06-01,13.56,0.14800000000000002
1955-07-01,14.242,0.177
1955-08-01,14.283,0.21600000000000005
1955-09-01,11.954,0.162
1955-10-01,9.735,0.107
1955-11-01,5.973,0.135
1955-12-01,3.306,0.115
1956-01-01,2.4659999999999997,0.099
1956-02-01,2.781,0.168
1956-03-01,4.888999999999999,0.109
1956-04-01,7.922000000000001,0.14400000000000002
1956-05-01,10.720999999999998,0.195
1956-06-01,13.16,0.08900000000000001
1956-07-01,14.18,0.093
1956-08-01,13.189,0.08199999999999999
1956-09-01,11.783,0.135
1956-10-01,8.927999999999997,0.093
1956-11-01,5.7379999999999995,0.134
1956-12-01,3.5980000000000003,0.109
1957-01-01,2.488,0.1
1957-02-01,3.12,0.108
1957-03-01,5.0360000000000005,0.085
1957-04-01,8.366,0.187
1957-05-01,11.259,0.138
1957-06-01,13.783,0.193
1957-07-01,14.129000000000001,0.204
1957-08-01,14.082,0.252
1957-09-01,12.312000000000001,0.301
1957-10-01,9.496,0.13699999999999998
1957-11-01,6.391,0.104
1957-12-01,4.3279999999999985,0.087
1958-01-01,3.5740000000000003,0.114
1958-02-01,3.695,0.173
1958-03-01,5.452999999999999,0.084
1958-04-01,8.52,0.103
1958-05-01,11.518999999999998,0.08900000000000001
1958-06-01,13.187000000000001,0.106
1958-07-01,14.437999999999999,0.199
1958-08-01,13.597000000000001,0.08199999999999999
1958-09-01,11.845,0.07200000000000001
1958-10-01,9.375,0.092
1958-11-01,6.26,0.06
1958-12-01,3.822,0.078
1959-01-01,2.9589999999999996,0.077
1959-02-01,3.33,0.126
1959-03-01,5.854,0.199
1959-04-01,8.818999999999997,0.179
1959-05-01,11.323,0.062
1959-06-01,13.577,0.063
1959-07-01,14.449000000000002,0.131
1959-08-01,13.853,0.084
1959-09-01,11.946,0.118
1959-10-01,9.16,0.115
1959-11-01,5.752000000000001,0.077
1959-12-01,3.77,0.055
1960-01-01,2.713,0.086
1960-02-01,3.798,0.125
1960-03-01,4.303,0.077
1960-04-01,8.133,0.08800000000000001
1960-05-01,10.872,0.156
1960-06-01,13.484000000000002,0.08
1960-07-01,14.198,0.07200000000000001
1960-08-01,13.825,0.079
1960-09-01,12.095,0.099
1960-10-01,9.497,0.063
1960-11-01,5.827999999999999,0.141
1960-12-01,4.2589999999999995,0.056
1961-01-01,2.926,0.08900000000000001
1961-02-01,3.6830000000000003,0.125
1961-03-01,5.5889999999999995,0.049
1961-04-01,8.631,0.116
1961-05-01,11.624,0.104
1961-06-01,13.702,0.154
1961-07-01,14.288,0.079
1961-08-01,13.849,0.142
1961-09-01,12.247,0.069
1961-10-01,9.328,0.138
1961-11-01,6.205,0.06
