trType,posX1,posY1,posZ1,posX2,posY2,posZ2
2,63821.1,27199.5,70200,63986.2,27410.9,71500
2,63986.2,27410.9,71500,64148.5,27632.8,72800
3,61797.8,24098.6,57200,61916.1,24080,58500
3,61916.1,24080,58500,62027.1,24033.6,59800
3,62027.1,24033.6,59800,62138.1,23996.8,61100
3,62138.1,23996.8,61100,62235.4,23994.3,62400
3,62235.4,23994.3,62400,62352.2,24011.5,63700
3,62352.2,24011.5,63700,62465,24023.6,65000
3,62465,24023.6,65000,62599.9,24084.3,66300
3,62599.9,24084.3,66300,62706.9,24147.3,67600
8,45200.1,10464.5,27810,45234.1,10580.2,28677.6
2,45200.1,10464.5,27810,45138,10639.1,29714
2,45138,10639.1,29714,45097.3,10754.8,31004
2,45097.3,10754.8,31004,45059.3,10869.7,32304
2,45059.3,10869.7,32304,44992.2,11070,34885
2,44992.2,11070,34885,44952,11181.2,36175
2,45200.1,10464.5,27810,45510.6,10470.6,29714
2,45510.6,10470.6,29714,45720.3,10493,31004
2,45720.3,10493,31004,45920.2,10505.3,32304
2,45920.2,10505.3,32304,46124.7,10499.3,33595
2,46124.7,10499.3,33595,46341,10488.9,34885
2,46341,10488.9,34885,46555.2,10472.4,36175
2,45200.1,10464.5,27810,45722.6,9757.74,29714
2,45722.6,9757.74,29714,46422.9,8777.68,32304
2,46422.9,8777.68,32304,46763.8,8305.82,33595
2,46763.8,8305.82,33595,47108.1,7833.68,34885
2,47108.1,7833.68,34885,47454.8,7369.15,36175
2,45234.1,10580.2,28677.6,45482.6,10577.9,31004
2,45482.6,10577.9,31004,45738,10585.1,33595
2,45738,10585.1,33595,46007.1,10566,36175
2,45144.6,11191.3,31004,45122,11482.9,32304
2,45122,11482.9,32304,45100,11767.4,33595
2,45100,11767.4,33595,45056.2,12341.5,36175
2,93206.7,38857.6,77800,93179.3,38860.2,79100
2,98854,45166.8,77800,98949.3,45299.3,79100
3,91422,40786.6,77800,91514.2,40885.7,79100
3,89796.5,42092.5,77800,89561.2,42335.1,79100
8,93556.8,39208.6,20109.2,93524.6,39251.9,21701.5
2,93524.6,39251.9,21701.5,93527.2,39232.6,23688.2
2,93527.2,39232.6,23688.2,93523.2,39219.2,25056.6
2,93523.2,39219.2,25056.6,93519.3,39209.8,26399.1
2,93519.3,39209.8,26399.1,93515.4,39200.3,27755.2
2,93515.4,39200.3,27755.2,93511.4,39190.7,29124.6
2,93511.4,39190.7,29124.6,93507.5,39181.2,30491
2,93507.5,39181.2,30491,93503.5,39171.5,31867.3
2,93503.5,39171.5,31867.3,93495.6,39153.1,34580.3
2,93495.6,39153.1,34580.3,93480.5,39143.8,35942.1
2,93480.5,39143.8,35942.1,93461.4,39134.5,37315.3
2,93461.4,39134.5,37315.3,93450.9,39125.2,38681.7
2,93450.9,39125.2,38681.7,93445.3,39116.7,40037.4
2,93445.3,39116.7,40037.4,93440,39108.1,41397.6
2,93440,39108.1,41397.6,93434.7,39099.5,42757.4
2,93434.7,39099.5,42757.4,93429.5,39091,44103.6
2,93429.5,39091,44103.6,93424.2,39082.6,45450
2,93424.2,39082.6,45450,93418.9,39074,46812.3
2,93418.9,39074,46812.3,93413.6,39065.4,48169.4
2,93413.6,39065.4,48169.4,93408.3,39056.9,49531.1
2,93408.3,39056.9,49531.1,93403,39048.3,50890
2,93403,39048.3,50890,93397.7,39039.8,52238.9
2,93397.7,39039.8,52238.9,93388.5,39031.2,53600.4
2,93388.5,39031.2,53600.4,93375.9,39022.5,54978.9
2,93375.9,39022.5,54978.9,93349.9,39005.3,57721.7
2,93349.9,39005.3,57721.7,93337.4,38996.6,59089.9
2,93337.4,38996.6,59089.9,93330.8,38988,60460
2,93330.8,38988,60460,93324.3,38977,61815.4
2,93324.3,38977,61815.4,93319.2,38957.6,63170.7
2,93319.2,38957.6,63170.7,93303.7,38945.1,64530.9
2,93303.7,38945.1,64530.9,93292.4,38939.2,65886
2,93292.4,38939.2,65886,93287.2,38932.5,67269.8
2,93287.2,38932.5,67269.8,93282.5,38927.4,68648.4
2,93282.5,38927.4,68648.4,93266.5,38911.7,70018.7
2,93266.5,38911.7,70018.7,93259.4,38906.3,71367.5
2,93259.4,38906.3,71367.5,93259.4,38898.4,72728.5
2,93259.4,38898.4,72728.5,93259.6,38887.1,74100
2,93556.8,39208.6,20109.2,93958.7,40033,22327.1
2,93958.7,40033,22327.1,94197.3,40523.4,23688.2
2,94197.3,40523.4,23688.2,94421.3,40992.5,25056.6
2,94421.3,40992.5,25056.6,94842.8,41907.9,27755.2
2,94842.8,41907.9,27755.2,95051.5,42372.4,29124.6
2,95051.5,42372.4,29124.6,95252.1,42835.8,30491
2,95252.1,42835.8,30491,95455.8,43302.7,31867.3
2,95455.8,43302.7,31867.3,95657.2,43764.3,33228.2
2,95657.2,43764.3,33228.2,95857.3,44222.9,34580.3
2,95857.3,44222.9,34580.3,96058.9,44684.8,35942.1
2,96058.9,44684.8,35942.1,97067.5,46996.6,42757.4
2,97067.5,46996.6,42757.4,97266.8,47453.2,44103.6
2,97266.8,47453.2,44103.6,97667.6,48372,46812.3
2,97667.6,48372,46812.3,98271.1,49755.2,50890
2,98271.1,49755.2,50890,98441.5,50212.7,52238.9
2,98441.5,50212.7,52238.9,99692.3,51142.1,54978.9
2,99692.3,51142.1,54978.9,100060,51609,56355.4
2,100060,51609,56355.4,100658,52536.6,59089.9
2,100658,52536.6,59089.9,100889,53001.3,60460
2,100889,53001.3,60460,101141,53461.1,61815.4
2,101141,53461.1,61815.4,101400,53841.9,63170.7
2,101400,53841.9,63170.7,101879,55748.6,65886
2,101879,55748.6,65886,102094,56342.9,67269.8
2,102094,56342.9,67269.8,102342,56855.9,68648.4
2,102342,56855.9,68648.4,102602,57378.8,70018.7
2,102602,57378.8,70018.7,102837,57913.9,71367.5
2,93556.8,39208.6,20109.2,92089.7,39212.1,22327.1
2,92089.7,39212.1,22327.1,91265.8,39250.4,23688.2
2,91265.8,39250.4,23688.2,90503.9,39314.7,25056.6
2,90503.9,39314.7,25056.6,89736.1,39363.6,26399.1
2,89736.1,39363.6,26399.1,88941.5,39397.2,27755.2
2,88941.5,39397.2,27755.2,88138.9,39409.1,29124.6
2,88138.9,39409.1,29124.6,87382.6,39423.2,30491
2,87382.6,39423.2,30491,86688.2,39455.8,31867.3
2,86688.2,39455.8,31867.3,86092.5,39492.4,33228.2
2,86092.5,39492.4,33228.2,85569,39513.2,34580.3
2,85569,39513.2,34580.3,85091.8,39553.7,35942.1
2,85091.8,39553.7,35942.1,84659.6,39612.2,37315.3
2,84659.6,39612.2,37315.3,84256.4,39712.8,38681.7
2,84256.4,39712.8,38681.7,83850.2,39787.7,40037.4
2,83850.2,39787.7,40037.4,83417,39921.4,41397.6
2,83417,39921.4,41397.6,82983.9,40135.6,42757.4
2,82983.9,40135.6,42757.4,82555.2,40473.6,44103.6
2,82555.2,40473.6,44103.6,82126.3,40777.4,45450
2,82126.3,40777.4,45450,81692.4,41058.3,46812.3
2,81692.4,41058.3,46812.3,81260.2,41351.7,48169.4
2,81260.2,41351.7,48169.4,80826.5,41661.6,49531.1
2,80826.5,41661.6,49531.1,80393.7,41883.7,50890
2,80393.7,41883.7,50890,79964.1,42104.1,52238.9
2,79964.1,42104.1,52238.9,79615.9,42471.4,53600.4
2,79615.9,42471.4,53600.4,79849.6,42837.3,54978.9
2,93556.8,39208.6,20109.2,93816.7,39471.2,22327.1
2,93816.7,39471.2,22327.1,93962.1,39629.6,23688.2
2,93962.1,39629.6,23688.2,94243.5,39940.8,26399.1
2,94243.5,39940.8,26399.1,94384.3,40096.5,27755.2
2,94384.3,40096.5,27755.2,94522.6,40253.7,29124.6
2,94522.6,40253.7,29124.6,94659.8,40410.6,30491
2,94659.8,40410.6,30491,94797.9,40568.6,31867.3
2,94797.9,40568.6,31867.3,94934.6,40724.8,33228.2
2,94934.6,40724.8,33228.2,95071.5,40882.1,34580.3
2,95071.5,40882.1,34580.3,95205.3,41037,35942.1
2,95205.3,41037,35942.1,95338.6,41191.7,37315.3
2,95338.6,41191.7,37315.3,95471.3,41345.5,38681.7
2,95471.3,41345.5,38681.7,95602.9,41498.2,40037.4
2,95602.9,41498.2,40037.4,95735.1,41651.3,41397.6
2,95735.1,41651.3,41397.6,95865.8,41804.4,42757.4
2,95865.8,41804.4,42757.4,95997.5,41961.4,44103.6
2,95997.5,41961.4,44103.6,96125.2,42112.3,45450
2,96125.2,42112.3,45450,96245.3,42250.5,46812.3
2,96245.3,42250.5,46812.3,96360.6,42381.4,48169.4
2,96360.6,42381.4,48169.4,96476.4,42511.6,49531.1
2,96476.4,42511.6,49531.1,96592.3,42640.7,50890
2,96592.3,42640.7,50890,96705,42768.9,52238.9
2,96705,42768.9,52238.9,96817,42896,53600.4
2,96817,42896,53600.4,97045.1,43152,56355.4
2,97045.1,43152,56355.4,97158.2,43278.9,57721.7
2,97158.2,43278.9,57721.7,97384.9,43533.3,60460
2,97384.9,43533.3,60460,97497.2,43659.2,61815.4
2,97497.2,43659.2,61815.4,97610.7,43785.1,63170.7
2,97610.7,43785.1,63170.7,97722.8,43913.1,64530.9
2,97722.8,43913.1,64530.9,97832.4,44037.6,65886
2,97832.4,44037.6,65886,97946.5,44164.7,67269.8
2,97946.5,44164.7,67269.8,98390.8,44638.5,72728.5
2,98390.8,44638.5,72728.5,98502.7,44764,74100
2,93556.8,39208.6,20109.2,93915,39826.7,22327.1
2,93915,39826.7,22327.1,94120.2,40183.3,23688.2
2,94120.2,40183.3,23688.2,94307.6,40520.4,25056.6
2,94307.6,40520.4,25056.6,94493.5,40851,26399.1
2,94493.5,40851,26399.1,94681.3,41185,27755.2
2,94681.3,41185,27755.2,94871,41522.3,29124.6
2,94871,41522.3,29124.6,95060.2,41858.9,30491
2,95060.2,41858.9,30491,95250.9,42197.8,31867.3
2,95250.9,42197.8,31867.3,95439.3,42533,33228.2
2,95439.3,42533,33228.2,95815.2,43201.5,35942.1
2,95815.2,43201.5,35942.1,96005.4,43539.7,37315.3
2,96005.4,43539.7,37315.3,96194.7,43876.2,38681.7
2,96194.7,43876.2,38681.7,96570.8,44545.2,41397.6
2,96570.8,44545.2,41397.6,96945.6,45211.6,44103.6
2,96945.6,45211.6,44103.6,97132.1,45543.3,45450
2,97132.1,45543.3,45450,97320.7,45878.8,46812.3
2,97320.7,45878.8,46812.3,97508.7,46224.5,48169.4
2,97508.7,46224.5,48169.4,97885.5,46872,50890
2,97885.5,46872,50890,98072.3,47173.7,52238.9
2,98072.3,47173.7,52238.9,98260.9,47474.2,53600.4
2,98260.9,47474.2,53600.4,98451.8,47778.4,54978.9
2,98451.8,47778.4,54978.9,98642.5,48082.2,56355.4
2,98642.5,48082.2,56355.4,98831.7,48385.3,57721.7
2,98831.7,48385.3,57721.7,99210.9,48984.1,60460
2,99210.9,48984.1,60460,99398.7,49279.3,61815.4
2,99398.7,49279.3,61815.4,99665.4,49572.1,63170.7
2,99665.4,49572.1,63170.7,100023,49865.9,64530.9
2,100023,49865.9,64530.9,100477,50457.5,67269.8
2,100477,50457.5,67269.8,100699,50755.3,68648.4
2,100699,50755.3,68648.4,100917,51059.3,70018.7
2,100917,51059.3,70018.7,101138,51390.9,71367.5
2,101138,51390.9,71367.5,101376,51736.7,72728.5
2,101376,51736.7,72728.5,101622,52114.4,74100
2,93556.8,39208.6,20109.2,94301.3,37921.8,22327.1
2,94301.3,37921.8,22327.1,95217.6,36341.7,25056.6
2,95217.6,36341.7,25056.6,96123.6,34836.7,27755.2
2,96123.6,34836.7,27755.2,98414.7,31030.3,34580.3
2,98414.7,31030.3,34580.3,98871.9,30270.8,35942.1
2,98871.9,30270.8,35942.1,99382,29479.3,37315.3
2,99382,29479.3,37315.3,99937.1,28672.9,38681.7
2,95209.4,40731.2,23756.6,95788.3,41276.3,25056.6
2,95788.3,41276.3,25056.6,96362.1,41839.2,26399.1
2,96362.1,41839.2,26399.1,96883.9,42407.8,27755.2
2,96883.9,42407.8,27755.2,97401.9,42982,29124.6
2,97401.9,42982,29124.6,97918.9,43554.9,30491
2,97918.9,43554.9,30491,98458.5,44130.5,31867.3
2,98458.5,44130.5,31867.3,99569.5,45283.3,34580.3
3,93345.2,39320.9,25099.1,93283.6,39333.9,26399.1
3,93283.6,39333.9,26399.1,93212.5,39351,27755.2
3,93212.5,39351,27755.2,93149.7,39375,29124.6
3,93149.7,39375,29124.6,93077.5,39391.1,30491
3,93077.5,39391.1,30491,93005,39407,31867.3
3,93005,39407,31867.3,92925.5,39418.9,33228.2
3,93029.4,39430.8,31928.2,92879.6,39468,33228.2
3,93032.2,39433.8,31928.2,92961.7,39489.3,33228.2
3,92917.8,39417.4,33280.3,92846.4,39407.1,34580.3
3,92846.4,39407.1,34580.3,92588.9,39526.1,38681.7
3,92588.9,39526.1,38681.7,92510.8,39379,40037.4
3,92456.9,39333.2,38737.4,92268,39359.8,40037.4
3,92884.6,39525.7,33280.3,92782.8,39541.9,34580.3
3,92782.8,39541.9,34580.3,92699.3,39942.5,40037.4
3,92991.7,39456,33280.3,92960.1,39431.7,34580.3
3,92960.1,39431.7,34580.3,92417.5,39434.2,38681.7
3,92417.5,39434.2,38681.7,92400,39362.2,40037.4
3,92847.5,39389.5,34642.1,92787.1,39340.5,35942.1
3,92787.1,39340.5,35942.1,92776.9,39234.6,37315.3
3,92776.9,39234.6,37315.3,92744.6,39117.5,38681.7
3,92744.6,39117.5,38681.7,92622.9,39194,40037.4
3,92622.9,39194,40037.4,92479,39273.7,41397.6
3,92877.5,39439,33280.3,92761.3,39265.8,34580.3
3,92761.3,39265.8,34580.3,92769.3,39157,35942.1
3,92769.3,39157,35942.1,92776.7,39056.8,37315.3
3,92776.7,39056.8,37315.3,92732.2,38994.2,38681.7
3,92732.2,38994.2,38681.7,92674.4,39074.3,40037.4
3,92674.4,39074.3,40037.4,92670.5,38970,41397.6
3,92910.4,39450.5,33280.3,92711.9,39499.1,34580.3
3,92711.9,39499.1,34580.3,92486.2,39633,35942.1
3,92486.2,39633,35942.1,92396.3,39569.8,37315.3
3,92396.3,39569.8,37315.3,92254.2,39461.9,38681.7
3,92254.2,39461.9,38681.7,92258.4,39469.3,40037.4
3,92258.4,39469.3,40037.4,92262.3,39353.2,41397.6
3,92262.3,39353.2,41397.6,92153.6,39470,42757.4
3,93419.3,39293.3,23756.6,93357.9,39314.5,25056.6
3,93357.9,39314.5,25056.6,93287.1,39337.2,26399.1
3,93287.1,39337.2,26399.1,93143.7,39402.6,29124.6
3,93143.7,39402.6,29124.6,93074,39432.5,30491
3,93074,39432.5,30491,93004.1,39473.5,31867.3
3,93004.1,39473.5,31867.3,92922.7,39518.2,33228.2
3,92922.7,39518.2,33228.2,92781.6,39538.3,34580.3
3,92781.6,39538.3,34580.3,92726.9,39353.4,35942.1
3,92726.9,39353.4,35942.1,92628.6,39424.1,37315.3
3,92628.6,39424.1,37315.3,92578.3,39350.2,38681.7
3,92578.3,39350.2,38681.7,92485.6,39263.7,40037.4
3,92485.6,39263.7,40037.4,92370.3,39219.7,41397.6
3,92370.3,39219.7,41397.6,92232.9,39213.1,42757.4
3,92232.9,39213.1,42757.4,92007.8,39151.4,44103.6
3,93064,39449.6,30567.3,93001.5,39478.6,31867.3
3,93001.5,39478.6,31867.3,92976.8,39478.5,33228.2
3,92976.8,39478.5,33228.2,92847.2,39529.7,34580.3
3,92847.2,39529.7,34580.3,92744.2,39411.4,35942.1
3,92744.2,39411.4,35942.1,92670.1,39393.1,37315.3
3,92670.1,39393.1,37315.3,92572.8,39419.3,38681.7
3,92572.8,39419.3,38681.7,92578.9,39326.9,40037.4
3,92578.9,39326.9,40037.4,92552.4,39382,41397.6
3,92552.4,39382,41397.6,92349.3,39314.2,42757.4
3,92349.3,39314.2,42757.4,92450.6,39245.2,44103.6
3,93050.8,39451.6,30567.3,92951.9,39494.1,31867.3
3,92951.9,39494.1,31867.3,92864,39488.5,33228.2
3,92864,39488.5,33228.2,92763,39475.8,34580.3
3,92763,39475.8,34580.3,92515.8,39477.7,35942.1
3,92515.8,39477.7,35942.1,92419.9,39367.7,37315.3
3,92419.9,39367.7,37315.3,92328.7,39395.6,38681.7
3,92328.7,39395.6,38681.7,92296.1,39386.3,40037.4
3,92296.1,39386.3,40037.4,92249.1,39480.8,41397.6
3,92249.1,39480.8,41397.6,92069.6,39559.1,42757.4
3,92069.6,39559.1,42757.4,92012.1,39596.1,44103.6
3,92776.6,40078.2,34642.1,92700.8,40152.4,35942.1
3,92700.8,40152.4,35942.1,92601.9,40228.8,37315.3
3,92601.9,40228.8,37315.3,92543.5,40279.7,38681.7
3,92543.5,40279.7,38681.7,92480.4,40317.3,40037.4
3,92480.4,40317.3,40037.4,92443.7,40355.8,41397.6
3,92443.7,40355.8,41397.6,92416,40390.9,42757.4
3,92416,40390.9,42757.4,92361.3,40436.4,45450
3,92361.3,40436.4,45450,92369.2,40453.8,46812.3
3,92369.2,40453.8,46812.3,92377.3,40615,48169.4
3,92377.3,40615,48169.4,92346.9,40781.8,53600.4
3,92346.9,40781.8,53600.4,92355.1,40851,54978.9
3,92355.1,40851,54978.9,92422,40916.1,56355.4
3,92422,40916.1,56355.4,92556.1,41016.1,57721.7
3,92777.3,40078.4,34642.1,92708.3,40154.2,35942.1
3,92708.3,40154.2,35942.1,92620.9,40233.1,37315.3
3,92620.9,40233.1,37315.3,92579.1,40295.5,38681.7
3,92579.1,40295.5,38681.7,92564.9,40384.8,40037.4
3,92564.9,40384.8,40037.4,92596.2,40461.4,41397.6
3,91947.1,40782.8,48231.1,91856.9,40859.9,49531.1
3,91856.9,40859.9,49531.1,91765.3,40878.1,50890
3,91953.2,40779.6,48231.1,91889.8,40847.3,49531.1
3,91889.8,40847.3,49531.1,91818.1,40944.8,50890
3,91818.1,40944.8,50890,91793.1,41031.2,52238.9
3,91793.1,41031.2,52238.9,91764.8,41107.1,54978.9
3,92444.8,40505.7,48231.1,92496.8,40564.2,49531.1
3,92496.8,40564.2,49531.1,92604.7,40710.7,50890
3,91826.5,40970.2,50938.9,91849,41119.4,52238.9
3,91116.9,41493.7,61870.7,91047.2,41560.3,63170.7
3,91120.7,41493.3,61870.7,91077.9,41562.6,63170.7
3,91077.9,41562.6,63170.7,91038.6,41623.3,64530.9
3,91526,40114.9,59160,91431.2,40153.1,60460
3,91431.2,40153.1,60460,91347.2,40182.1,61815.4
3,91347.2,40182.1,61815.4,91258.3,40236.2,63170.7
3,91258.3,40236.2,63170.7,91170.3,40302.2,64530.9
3,91170.3,40302.2,64530.9,91077.1,40374.5,65886
3,91077.1,40374.5,65886,90988.2,40444.4,67269.8
3,90988.2,40444.4,67269.8,90905.1,40521.9,68648.4
3,90905.1,40521.9,68648.4,90837.3,40628,70018.7
3,90837.3,40628,70018.7,90711.1,40777,71367.5
3,90711.1,40777,71367.5,90603.3,40891.6,72728.5
3,91436.1,40159.4,60515.4,91344.5,40198,61815.4
3,91344.5,40198,61815.4,91240.6,40235.6,63170.7
3,91240.6,40235.6,63170.7,91142.2,40268.9,64530.9
3,91142.2,40268.9,64530.9,91020.2,40239.6,65886
3,91020.2,40239.6,65886,90923.9,40225.6,67269.8
3,90923.9,40225.6,67269.8,90837,40248,68648.4
3,90837,40248,68648.4,90783,40284.7,70018.7
3,91666.1,39293.8,53678.9,91604.2,39290.3,54978.9
3,91604.2,39290.3,54978.9,91533.1,39249.8,56355.4
3,91533.1,39249.8,56355.4,91465,39165.5,57721.7
3,91465,39165.5,57721.7,91434.6,39132.5,59089.9
3,91434.6,39132.5,59089.9,91346.3,39118.8,60460
3,91676.3,39328.4,53678.9,91603.8,39355.2,54978.9
3,91549.1,39334.3,55055.4,91397.1,39206.2,56355.4
3,91563.2,39288.4,57789.9,91509.4,39301.5,59089.9
3,91518.7,39259.7,59160,91497.4,39172.9,60460
3,91497.4,39172.9,60460,91362.9,39123.1,61815.4
3,91918.2,40006.9,49590,91822.8,40041.7,50890
3,91822.8,40041.7,50890,91743.2,40083.6,52238.9
3,91743.2,40083.6,52238.9,91626.9,40196.8,53600.4
3,91918.8,40006.3,49590,91830.4,40034,50890
3,91830.4,40034,50890,91776.8,40081.3,52238.9
3,91776.8,40081.3,52238.9,91813.2,40200.6,53600.4
3,91813.2,40200.6,53600.4,91858.3,40318.3,54978.9
